"ID","gene"
"gene-Y880_RS22335","NA"
"cds-WP_003100497.1","NA"
"gene-Y880_RS22340","smpB"
"cds-WP_003100496.1","smpB"
"gene-Y880_RS22345","pdhR"
"cds-WP_003095221.1","pdhR"
"gene-Y880_RS22350","NA"
"cds-WP_003163444.1","NA"
"gene-Y880_RS22355","lldD"
"cds-WP_003100494.1","lldD"
"gene-Y880_RS22360","NA"
"cds-Y880_RS22360","NA"
"gene-Y880_RS22365","speD"
"cds-WP_003095236.1","speD"
"gene-Y880_RS22370","NA"
"cds-WP_003121084.1","NA"
"gene-Y880_RS22375","NA"
"cds-WP_003102235.1","NA"
"gene-Y880_RS22380","NA"
"cds-WP_003095244.1","NA"
"gene-Y880_RS22385","NA"
"cds-WP_003102237.1","NA"
"gene-Y880_RS22390","cueR"
"cds-WP_003095248.1","cueR"
"gene-Y880_RS22395","NA"
"cds-WP_003102238.1","NA"
"gene-Y880_RS22400","NA"
"cds-WP_003102239.1","NA"
"gene-Y880_RS22405","NA"
"cds-Y880_RS22405","NA"
"gene-Y880_RS22410","NA"
"cds-WP_003102241.1","NA"
"gene-Y880_RS22415","NA"
"cds-WP_003102243.1","NA"
"gene-Y880_RS22420","NA"
"cds-WP_016253938.1","NA"
"gene-Y880_RS22425","NA"
"cds-WP_003095262.1","NA"
"gene-Y880_RS22430","NA"
"cds-WP_003102247.1","NA"
"gene-Y880_RS22435","NA"
"cds-WP_016253939.1","NA"
"gene-Y880_RS22440","NA"
"cds-WP_003095270.1","NA"
"gene-Y880_RS22445","NA"
"cds-WP_003116081.1","NA"
"gene-Y880_RS22450","NA"
"cds-WP_003102255.1","NA"
"gene-Y880_RS22455","NA"
"cds-WP_003111303.1","NA"
"gene-Y880_RS22460","NA"
"cds-WP_003102259.1","NA"
"gene-Y880_RS22465","NA"
"cds-WP_003102260.1","NA"
"gene-Y880_RS22470","NA"
"cds-WP_003095282.1","NA"
"gene-Y880_RS22475","NA"
"cds-WP_003111411.1","NA"
"gene-Y880_RS22480","NA"
"cds-WP_003121089.1","NA"
"gene-Y880_RS22485","NA"
"cds-WP_003102267.1","NA"
"gene-Y880_RS22490","NA"
"cds-WP_003114631.1","NA"
"gene-Y880_RS22495","NA"
"cds-WP_003102274.1","NA"
"gene-Y880_RS22500","NA"
"cds-WP_003095295.1","NA"
"gene-Y880_RS22505","NA"
"cds-WP_003114628.1","NA"
"gene-Y880_RS22510","NA"
"cds-WP_003102286.1","NA"
"gene-Y880_RS22515","NA"
"rna-Y880_RS22515","NA"
"exon-Y880_RS22515-1","NA"
"gene-Y880_RS22520","NA"
"cds-WP_003095305.1","NA"
"gene-Y880_RS22525","NA"
"cds-WP_003102289.1","NA"
"gene-Y880_RS22530","NA"
"cds-WP_003457220.1","NA"
"gene-Y880_RS22535","NA"
"cds-WP_073650767.1","NA"
"gene-Y880_RS22540","selB"
"cds-WP_016253940.1","selB"
"gene-Y880_RS22545","NA"
"cds-Y880_RS22545","NA"
"gene-Y880_RS22550","fdhE"
"cds-WP_003116089.1","fdhE"
"gene-Y880_RS22555","NA"
"cds-WP_003095316.1","NA"
"gene-Y880_RS22560","fdxH"
"cds-WP_003106793.1","fdxH"
"gene-Y880_RS22565","fdnG"
"cds-WP_010895684.1","fdnG"
"gene-Y880_RS22570","NA"
"cds-WP_003095318.1","NA"
"gene-Y880_RS22575","fadH"
"cds-Y880_RS22575","fadH"
"gene-Y880_RS22580","NA"
"cds-WP_003095321.1","NA"
"gene-Y880_RS22585","NA"
"cds-Y880_RS22585","NA"
"gene-Y880_RS22590","NA"
"cds-WP_016253942.1","NA"
"gene-Y880_RS22595","NA"
"cds-Y880_RS22595","NA"
"gene-Y880_RS22600","NA"
"cds-WP_003116094.1","NA"
"gene-Y880_RS22605","NA"
"cds-WP_003095326.1","NA"
"gene-Y880_RS22610","NA"
"cds-WP_003095327.1","NA"
"gene-Y880_RS22615","NA"
"cds-WP_016253944.1","NA"
"gene-Y880_RS22620","NA"
"cds-Y880_RS22620","NA"
"gene-Y880_RS22625","NA"
"cds-WP_003121106.1","NA"
"gene-Y880_RS22630","NA"
"cds-Y880_RS22630","NA"
"gene-Y880_RS22635","mgtA"
"cds-WP_003112338.1","mgtA"
"gene-Y880_RS22640","NA"
"cds-WP_016253946.1","NA"
"gene-Y880_RS22645","NA"
"cds-WP_003095340.1","NA"
"gene-Y880_RS22650","NA"
"cds-WP_003104329.1","NA"
"gene-Y880_RS22655","lpdA"
"cds-WP_003095344.1","lpdA"
"gene-Y880_RS22660","NA"
"cds-WP_016253947.1","NA"
"gene-Y880_RS22665","NA"
"cds-WP_003095348.1","NA"
"gene-Y880_RS22670","NA"
"cds-WP_003104334.1","NA"
"gene-Y880_RS22675","NA"
"cds-WP_003095352.1","NA"
"gene-Y880_RS22680","NA"
"cds-WP_003104336.1","NA"
"gene-Y880_RS22685","NA"
"cds-WP_003104337.1","NA"
"gene-Y880_RS22690","NA"
"cds-WP_003104339.1","NA"
"gene-Y880_RS22695","NA"
"cds-WP_016253948.1","NA"
"gene-Y880_RS22700","NA"
"cds-WP_004347775.1","NA"
"gene-Y880_RS22705","NA"
"cds-WP_003095365.1","NA"
"gene-Y880_RS22710","yciH"
"cds-WP_003106225.1","yciH"
"gene-Y880_RS22715","NA"
"cds-WP_003095369.1","NA"
"gene-Y880_RS22720","NA"
"cds-WP_003106226.1","NA"
"gene-Y880_RS22725","NA"
"cds-WP_003095373.1","NA"
"gene-Y880_RS22730","NA"
"cds-WP_003106227.1","NA"
"gene-Y880_RS22735","NA"
"cds-WP_016253949.1","NA"
"gene-Y880_RS22740","NA"
"cds-WP_003116102.1","NA"
"gene-Y880_RS22745","aroQ"
"cds-WP_003095385.1","aroQ"
"gene-Y880_RS22750","accB"
"cds-Y880_RS22750","accB"
"gene-Y880_RS22755","accC"
"cds-WP_003095391.1","accC"
"gene-Y880_RS22760","NA"
"cds-Y880_RS22760","NA"
"gene-Y880_RS22765","NA"
"cds-WP_016253952.1","NA"
"gene-Y880_RS22770","NA"
"cds-Y880_RS22770","NA"
"gene-Y880_RS22775","NA"
"cds-WP_003095402.1","NA"
"gene-Y880_RS22780","NA"
"cds-WP_003121116.1","NA"
"gene-Y880_RS22785","purH"
"cds-WP_003105151.1","purH"
"gene-Y880_RS22790","NA"
"cds-WP_003105150.1","NA"
"gene-Y880_RS22795","NA"
"cds-WP_003095412.1","NA"
"gene-Y880_RS22800","NA"
"cds-WP_003095417.1","NA"
"gene-Y880_RS22805","urtA"
"cds-WP_003105144.1","urtA"
"gene-Y880_RS22810","urtB"
"cds-WP_003105141.1","urtB"
"gene-Y880_RS22815","urtC"
"cds-WP_003112319.1","urtC"
"gene-Y880_RS22820","urtD"
"cds-WP_003105136.1","urtD"
"gene-Y880_RS22825","urtE"
"cds-WP_003105134.1","urtE"
"gene-Y880_RS22830","NA"
"cds-WP_003121119.1","NA"
"gene-Y880_RS22835","NA"
"cds-Y880_RS22835","NA"
"gene-Y880_RS22840","NA"
"cds-WP_003099389.1","NA"
"gene-Y880_RS22845","NA"
"cds-WP_003146239.1","NA"
"gene-Y880_RS22850","NA"
"cds-WP_003095450.1","NA"
"gene-Y880_RS22855","ureC"
"cds-WP_003099392.1","ureC"
"gene-Y880_RS22860","NA"
"cds-WP_012614600.1","NA"
"gene-Y880_RS22865","NA"
"cds-WP_003099395.1","NA"
"gene-Y880_RS22870","NA"
"cds-WP_010895687.1","NA"
"gene-Y880_RS22875","NA"
"cds-WP_003121125.1","NA"
"gene-Y880_RS22880","NA"
"cds-WP_016253953.1","NA"
"gene-Y880_RS22885","NA"
"cds-WP_003095479.1","NA"
"gene-Y880_RS22890","NA"
"cds-WP_003095483.1","NA"
"gene-Y880_RS22895","NA"
"cds-WP_003095488.1","NA"
"gene-Y880_RS22900","NA"
"cds-WP_016253954.1","NA"
"gene-Y880_RS22905","NA"
"cds-WP_003095496.1","NA"
"gene-Y880_RS22910","NA"
"cds-WP_016253955.1","NA"
"gene-Y880_RS22915","NA"
"cds-WP_003161885.1","NA"
"gene-Y880_RS22920","NA"
"cds-WP_003161884.1","NA"
"gene-Y880_RS22925","NA"
"cds-WP_003112308.1","NA"
"gene-Y880_RS22930","NA"
"cds-WP_015647955.1","NA"
"gene-Y880_RS22935","NA"
"cds-WP_003095513.1","NA"
"gene-Y880_RS22940","NA"
"cds-WP_003095515.1","NA"
"gene-Y880_RS22945","NA"
"cds-WP_003095517.1","NA"
"gene-Y880_RS22950","NA"
"cds-WP_003095519.1","NA"
"gene-Y880_RS22955","NA"
"cds-WP_095867008.1","NA"
"gene-Y880_RS22960","NA"
"cds-Y880_RS22960","NA"
"gene-Y880_RS22965","NA"
"cds-WP_003107570.1","NA"
"gene-Y880_RS22970","NA"
"cds-WP_003095526.1","NA"
"gene-Y880_RS22975","NA"
"cds-WP_003095528.1","NA"
"gene-Y880_RS22980","ureG"
"cds-WP_003095530.1","ureG"
"gene-Y880_RS22985","NA"
"cds-Y880_RS22985","NA"
"gene-Y880_RS22990","NA"
"cds-Y880_RS22990","NA"
"gene-Y880_RS22995","NA"
"cds-WP_003112302.1","NA"
"gene-Y880_RS23000","NA"
"cds-WP_033894091.1","NA"
"gene-Y880_RS23005","NA"
"cds-WP_003123555.1","NA"
"gene-Y880_RS23010","NA"
"cds-WP_003107137.1","NA"
"gene-Y880_RS23015","NA"
"cds-Y880_RS23015","NA"
"gene-Y880_RS23020","NA"
"cds-WP_003161303.1","NA"
"gene-Y880_RS23025","NA"
"cds-WP_003095545.1","NA"
"gene-Y880_RS23030","NA"
"cds-Y880_RS23030","NA"
"gene-Y880_RS23035","NA"
"cds-WP_016253958.1","NA"
"gene-Y880_RS23040","NA"
"cds-WP_003121141.1","NA"
"gene-Y880_RS23045","NA"
"cds-WP_003099978.1","NA"
"gene-Y880_RS23050","NA"
"cds-WP_003095557.1","NA"
"gene-Y880_RS23055","NA"
"cds-WP_003099980.1","NA"
"gene-Y880_RS23060","NA"
"cds-WP_003095563.1","NA"
"gene-Y880_RS23065","NA"
"cds-WP_003095566.1","NA"
"gene-Y880_RS23070","NA"
"cds-WP_003099983.1","NA"
"gene-Y880_RS23075","NA"
"cds-WP_003095571.1","NA"
"gene-Y880_RS23080","NA"
"cds-WP_003099985.1","NA"
"gene-Y880_RS23085","NA"
"cds-WP_012614609.1","NA"
"gene-Y880_RS23090","NA"
"cds-WP_016253959.1","NA"
"gene-Y880_RS23095","NA"
"cds-WP_003095579.1","NA"
"gene-Y880_RS23100","NA"
"cds-WP_016253960.1","NA"
"gene-Y880_RS23105","NA"
"cds-WP_016253961.1","NA"
"gene-Y880_RS23110","pncB"
"cds-WP_003099996.1","pncB"
"gene-Y880_RS23115","nadE"
"cds-WP_003099998.1","nadE"
"gene-Y880_RS23120","NA"
"cds-WP_003100000.1","NA"
"gene-Y880_RS23125","azu"
"cds-WP_003095591.1","azu"
"gene-Y880_RS23130","NA"
"cds-WP_003161293.1","NA"
"gene-Y880_RS23135","NA"
"cds-WP_003112288.1","NA"
"gene-Y880_RS23140","NA"
"cds-WP_003457447.1","NA"
"gene-Y880_RS23145","NA"
"cds-WP_003100003.1","NA"
"gene-Y880_RS23150","NA"
"cds-WP_003100005.1","NA"
"gene-Y880_RS23155","NA"
"cds-WP_003100007.1","NA"
"gene-Y880_RS23160","NA"
"cds-WP_073656840.1","NA"
"gene-Y880_RS23165","alr"
"cds-WP_003100010.1","alr"
"gene-Y880_RS23170","NA"
"cds-WP_003100012.1","NA"
"gene-Y880_RS23175","NA"
"cds-WP_003095627.1","NA"
"gene-Y880_RS23180","NA"
"cds-WP_004347675.1","NA"
"gene-Y880_RS23185","rpsR"
"cds-WP_003095634.1","rpsR"
"gene-Y880_RS23190","NA"
"cds-WP_003095636.1","NA"
"gene-Y880_RS23195","NA"
"cds-WP_004347672.1","NA"
"gene-Y880_RS23200","NA"
"cds-WP_016253963.1","NA"
"gene-Y880_RS23205","NA"
"rna-Y880_RS23205","NA"
"exon-Y880_RS23205-1","NA"
"gene-Y880_RS23210","NA"
"rna-Y880_RS23210","NA"
"exon-Y880_RS23210-1","NA"
"gene-Y880_RS23215","NA"
"cds-WP_016253964.1","NA"
"gene-Y880_RS23220","NA"
"cds-WP_003123569.1","NA"
"gene-Y880_RS23225","NA"
"cds-WP_003095647.1","NA"
"gene-Y880_RS23230","NA"
"cds-WP_003106429.1","NA"
"gene-Y880_RS23235","hflK"
"cds-WP_003106427.1","hflK"
"gene-Y880_RS23240","NA"
"cds-WP_003095652.1","NA"
"gene-Y880_RS23245","NA"
"cds-WP_003095657.1","NA"
"gene-Y880_RS23250","NA"
"cds-WP_003106415.1","NA"
"gene-Y880_RS23255","NA"
"cds-WP_016253965.1","NA"
"gene-Y880_RS23260","NA"
"cds-WP_003123571.1","NA"
"gene-Y880_RS23265","NA"
"cds-WP_003106408.1","NA"
"gene-Y880_RS23270","NA"
"cds-Y880_RS23270","NA"
"gene-Y880_RS23275","queG"
"cds-WP_003110324.1","queG"
"gene-Y880_RS23280","NA"
"cds-WP_003095671.1","NA"
"gene-Y880_RS23285","NA"
"cds-WP_003102042.1","NA"
"gene-Y880_RS23290","NA"
"cds-WP_003095673.1","NA"
"gene-Y880_RS23295","motA"
"cds-WP_003102044.1","motA"
"gene-Y880_RS23300","NA"
"cds-WP_016253967.1","NA"
"gene-Y880_RS23305","NA"
"cds-WP_003102047.1","NA"
"gene-Y880_RS23310","psd"
"cds-WP_003095677.1","psd"
"gene-Y880_RS23315","NA"
"cds-WP_024100110.1","NA"
"gene-Y880_RS23320","NA"
"cds-WP_073624871.1","NA"
"gene-Y880_RS23325","NA"
"cds-WP_003095680.1","NA"
"gene-Y880_RS23330","serB"
"cds-WP_003121162.1","serB"
"gene-Y880_RS23335","NA"
"cds-WP_003102052.1","NA"
"gene-Y880_RS23340","NA"
"cds-WP_016253968.1","NA"
"gene-Y880_RS23345","NA"
"cds-WP_003110318.1","NA"
"gene-Y880_RS23350","parC"
"cds-WP_016253969.1","parC"
"gene-Y880_RS23355","NA"
"cds-WP_003113919.1","NA"
"gene-Y880_RS23360","NA"
"cds-WP_003135607.1","NA"
"gene-Y880_RS23365","parE"
"cds-WP_003095690.1","parE"
"gene-Y880_RS23370","NA"
"cds-WP_003110317.1","NA"
"gene-Y880_RS23375","NA"
"cds-WP_016253970.1","NA"
"gene-Y880_RS23380","NA"
"cds-WP_003095693.1","NA"
"gene-Y880_RS23385","NA"
"cds-WP_003095694.1","NA"
"gene-Y880_RS23390","NA"
"cds-WP_003102069.1","NA"
"gene-Y880_RS23395","NA"
"cds-WP_003095696.1","NA"
"id-NZ_CP020659.1:4894403..4894539","NA"
"gene-Y880_RS23400","NA"
"cds-WP_003123581.1","NA"
"gene-Y880_RS23405","NA"
"cds-WP_003102071.1","NA"
"gene-Y880_RS23410","NA"
"cds-WP_003102073.1","NA"
"gene-Y880_RS23415","NA"
"cds-Y880_RS23415","NA"
"gene-Y880_RS23420","NA"
"cds-Y880_RS23420","NA"
"gene-Y880_RS23425","NA"
"cds-WP_003095708.1","NA"
"gene-Y880_RS23430","NA"
"cds-Y880_RS23430","NA"
"gene-Y880_RS23435","NA"
"cds-WP_003116157.1","NA"
"gene-Y880_RS23440","NA"
"cds-Y880_RS23440","NA"
"gene-Y880_RS23445","NA"
"cds-WP_016253974.1","NA"
"gene-Y880_RS23450","NA"
"cds-WP_003095718.1","NA"
"gene-Y880_RS23455","NA"
"cds-WP_003114535.1","NA"
"gene-Y880_RS23460","NA"
"cds-WP_016253975.1","NA"
"gene-Y880_RS23465","NA"
"cds-Y880_RS23465","NA"
"gene-Y880_RS23470","NA"
"cds-WP_003095727.1","NA"
"gene-Y880_RS23475","NA"
"cds-WP_016253976.1","NA"
"gene-Y880_RS23480","NA"
"cds-Y880_RS23480","NA"
"gene-Y880_RS23485","NA"
"cds-WP_003095735.1","NA"
"gene-Y880_RS23490","NA"
"cds-WP_003109889.1","NA"
"gene-Y880_RS23495","NA"
"cds-WP_003123587.1","NA"
"gene-Y880_RS23500","NA"
"cds-WP_003114542.1","NA"
"gene-Y880_RS23505","NA"
"cds-WP_014603366.1","NA"
"gene-Y880_RS23510","NA"
"cds-WP_003123588.1","NA"
"gene-Y880_RS23515","asnB"
"cds-WP_016253977.1","asnB"
"gene-Y880_RS23520","NA"
"cds-WP_003123589.1","NA"
"gene-Y880_RS23525","msbA"
"cds-WP_003114544.1","msbA"
"gene-Y880_RS23530","NA"
"cds-WP_003123591.1","NA"
"gene-Y880_RS23535","NA"
"cds-WP_003457495.1","NA"
"gene-Y880_RS23540","NA"
"cds-WP_003116152.1","NA"
"gene-Y880_RS23545","NA"
"cds-WP_003114548.1","NA"
"gene-Y880_RS23550","NA"
"cds-WP_003121179.1","NA"
"gene-Y880_RS23555","NA"
"cds-WP_003146348.1","NA"
"gene-Y880_RS23560","NA"
"cds-WP_003109898.1","NA"
"gene-Y880_RS23565","NA"
"cds-WP_003095766.1","NA"
"gene-Y880_RS23570","NA"
"cds-WP_003123597.1","NA"
"gene-Y880_RS23575","NA"
"cds-WP_003095770.1","NA"
"gene-Y880_RS23580","NA"
"cds-WP_003161989.1","NA"
"gene-Y880_RS23585","NA"
"cds-WP_003095775.1","NA"
"gene-Y880_RS23590","NA"
"cds-WP_016253978.1","NA"
"gene-Y880_RS23595","waaC"
"cds-WP_003116147.1","waaC"
"gene-Y880_RS23600","waaF"
"cds-WP_003109905.1","waaF"
"gene-Y880_RS23605","NA"
"cds-WP_003095783.1","NA"
"gene-Y880_RS23610","NA"
"cds-WP_003146359.1","NA"
"gene-Y880_RS23615","aceE"
"cds-WP_003114556.1","aceE"
"gene-Y880_RS23620","NA"
"cds-WP_003161261.1","NA"
"gene-Y880_RS23625","aceF"
"cds-Y880_RS23625","aceF"
"gene-Y880_RS23630","NA"
"cds-WP_003114558.1","NA"
"gene-Y880_RS23635","NA"
"cds-WP_003106476.1","NA"
"gene-Y880_RS23640","NA"
"cds-WP_003095789.1","NA"
"gene-Y880_RS23645","NA"
"cds-WP_003114560.1","NA"
"gene-Y880_RS23650","NA"
"cds-WP_003114561.1","NA"
"gene-Y880_RS23655","NA"
"cds-WP_003161258.1","NA"
"gene-Y880_RS23660","NA"
"cds-WP_003114562.1","NA"
"gene-Y880_RS23665","NA"
"cds-WP_003103675.1","NA"
"gene-Y880_RS23670","NA"
"cds-WP_014603372.1","NA"
"gene-Y880_RS23675","NA"
"cds-WP_003103681.1","NA"
"gene-Y880_RS23680","NA"
"cds-WP_003125609.1","NA"
"gene-Y880_RS23685","NA"
"cds-WP_003116142.1","NA"
"gene-Y880_RS23690","NA"
"cds-WP_003095811.1","NA"
"gene-Y880_RS23695","NA"
"cds-WP_003103688.1","NA"
"gene-Y880_RS23700","NA"
"cds-WP_003095817.1","NA"
"gene-Y880_RS23705","NA"
"cds-WP_003103690.1","NA"
"gene-Y880_RS23710","NA"
"cds-WP_016253979.1","NA"
"gene-Y880_RS23715","NA"
"cds-WP_016253980.1","NA"
"gene-Y880_RS23720","NA"
"cds-WP_003121196.1","NA"
"gene-Y880_RS23725","NA"
"cds-WP_016253981.1","NA"
"gene-Y880_RS23730","NA"
"cds-WP_003095829.1","NA"
"gene-Y880_RS23735","NA"
"cds-WP_003103700.1","NA"
"gene-Y880_RS23740","NA"
"cds-Y880_RS23740","NA"
"gene-Y880_RS23745","NA"
"cds-WP_016253983.1","NA"
"gene-Y880_RS23750","NA"
"cds-WP_003095833.1","NA"
"gene-Y880_RS23755","NA"
"cds-WP_003161249.1","NA"
"gene-Y880_RS23760","NA"
"cds-WP_003095836.1","NA"
"gene-Y880_RS23765","NA"
"cds-WP_003103268.1","NA"
"gene-Y880_RS23770","NA"
"cds-WP_003095839.1","NA"
"gene-Y880_RS23775","NA"
"cds-WP_003110888.1","NA"
"gene-Y880_RS23780","NA"
"cds-WP_016253984.1","NA"
"gene-Y880_RS23785","NA"
"cds-WP_003095842.1","NA"
"gene-Y880_RS23790","NA"
"cds-WP_003095844.1","NA"
"gene-Y880_RS23795","NA"
"cds-WP_003103280.1","NA"
"gene-Y880_RS23800","NA"
"cds-WP_003095846.1","NA"
"gene-Y880_RS23805","NA"
"cds-WP_003103282.1","NA"
"gene-Y880_RS23810","NA"
"cds-WP_016253985.1","NA"
"gene-Y880_RS23815","NA"
"cds-WP_003095850.1","NA"
"gene-Y880_RS23820","NA"
"cds-WP_003095852.1","NA"
"gene-Y880_RS23825","hslU"
"cds-WP_003095854.1","hslU"
"gene-Y880_RS23830","NA"
"cds-WP_003095857.1","NA"
"gene-Y880_RS23835","NA"
"cds-WP_003095859.1","NA"
"gene-Y880_RS23840","NA"
"cds-WP_003095864.1","NA"
"gene-Y880_RS23845","phaZ"
"cds-WP_003095866.1","phaZ"
"gene-Y880_RS23850","NA"
"cds-WP_003103289.1","NA"
"gene-Y880_RS23855","NA"
"cds-WP_095867009.1","NA"
"gene-Y880_RS23860","NA"
"cds-Y880_RS23860","NA"
"gene-Y880_RS23865","NA"
"cds-WP_003103463.1","NA"
"gene-Y880_RS23870","NA"
"cds-WP_003095874.1","NA"
"gene-Y880_RS23875","NA"
"cds-WP_003103462.1","NA"
"gene-Y880_RS23880","NA"
"cds-WP_003103460.1","NA"
"gene-Y880_RS23885","NA"
"cds-WP_003095885.1","NA"
"gene-Y880_RS23890","NA"
"cds-WP_003095888.1","NA"
"gene-Y880_RS23895","NA"
"cds-WP_003103458.1","NA"
"gene-Y880_RS23900","tatA"
"cds-WP_003095893.1","tatA"
"gene-Y880_RS23905","tatB"
"cds-WP_003161243.1","tatB"
"gene-Y880_RS23910","tatC"
"cds-WP_016253987.1","tatC"
"gene-Y880_RS23915","NA"
"cds-WP_003095898.1","NA"
"gene-Y880_RS23920","NA"
"cds-WP_016253988.1","NA"
"gene-Y880_RS23925","NA"
"cds-WP_016253989.1","NA"
"gene-Y880_RS23930","NA"
"cds-WP_003095906.1","NA"
"gene-Y880_RS23935","NA"
"cds-WP_003103450.1","NA"
"gene-Y880_RS23940","NA"
"cds-WP_003095910.1","NA"
"gene-Y880_RS23945","NA"
"cds-WP_016253990.1","NA"
"gene-Y880_RS23950","mdoG"
"cds-WP_016253991.1","mdoG"
"gene-Y880_RS23955","NA"
"cds-WP_003123624.1","NA"
"gene-Y880_RS23960","pip"
"cds-WP_016253992.1","pip"
"gene-Y880_RS23965","NA"
"cds-WP_003095920.1","NA"
"gene-Y880_RS23970","NA"
"cds-WP_003103446.1","NA"
"gene-Y880_RS23975","NA"
"cds-WP_016253993.1","NA"
"gene-Y880_RS23980","NA"
"cds-WP_016253994.1","NA"
"gene-Y880_RS23985","NA"
"cds-WP_003121218.1","NA"
"gene-Y880_RS23990","NA"
"cds-Y880_RS23990","NA"
"gene-Y880_RS23995","NA"
"cds-WP_079279931.1","NA"
"gene-Y880_RS24000","NA"
"cds-Y880_RS24000","NA"
"gene-Y880_RS24005","NA"
"cds-WP_016253997.1","NA"
"gene-Y880_RS24010","NA"
"cds-WP_016253998.1","NA"
"gene-Y880_RS24015","hutG"
"cds-WP_003095940.1","hutG"
"gene-Y880_RS24020","NA"
"cds-WP_003114456.1","NA"
"gene-Y880_RS24025","NA"
"cds-WP_003101754.1","NA"
"gene-Y880_RS24030","NA"
"cds-WP_003101756.1","NA"
"gene-Y880_RS24035","NA"
"cds-WP_003095946.1","NA"
"gene-Y880_RS24040","NA"
"cds-WP_003095948.1","NA"
"gene-Y880_RS24045","proY"
"cds-WP_003114460.1","proY"
"gene-Y880_RS24050","hutH"
"cds-WP_003123633.1","hutH"
"gene-Y880_RS24055","NA"
"cds-WP_003101761.1","NA"
"gene-Y880_RS24060","hutU"
"cds-WP_003095958.1","hutU"
"gene-Y880_RS24065","NA"
"cds-WP_004352471.1","NA"
"gene-Y880_RS24070","NA"
"cds-Y880_RS24070","NA"
"gene-Y880_RS24075","NA"
"cds-WP_003146437.1","NA"
"gene-Y880_RS24080","NA"
"cds-WP_016254000.1","NA"
"gene-Y880_RS24085","hutC"
"cds-WP_003095970.1","hutC"
"gene-Y880_RS24090","NA"
"cds-WP_016254001.1","NA"
"gene-Y880_RS24095","NA"
"cds-WP_003095980.1","NA"
"gene-Y880_RS24100","NA"
"cds-WP_003095983.1","NA"
"gene-Y880_RS24105","NA"
"cds-WP_003101790.1","NA"
"gene-Y880_RS24110","NA"
"cds-WP_003095990.1","NA"
"gene-Y880_RS24115","gloA"
"cds-WP_003101793.1","gloA"
"gene-Y880_RS24120","NA"
"cds-WP_003115524.1","NA"
"gene-Y880_RS24125","NA"
"cds-WP_003146454.1","NA"
"gene-Y880_RS24130","NA"
"cds-Y880_RS24130","NA"
"gene-Y880_RS24135","NA"
"cds-WP_014603390.1","NA"
"gene-Y880_RS24140","NA"
"cds-Y880_RS24140","NA"
"gene-Y880_RS24145","typA"
"cds-WP_003096009.1","typA"
"gene-Y880_RS24150","NA"
"cds-WP_003096011.1","NA"
"gene-Y880_RS24155","NA"
"cds-WP_003162969.1","NA"
"gene-Y880_RS24160","glnA"
"cds-WP_003096016.1","glnA"
"gene-Y880_RS24165","NA"
"cds-WP_016254003.1","NA"
"gene-Y880_RS24170","NA"
"cds-WP_003111156.1","NA"
"gene-Y880_RS24175","NA"
"cds-WP_003104660.1","NA"
"gene-Y880_RS24180","NA"
"cds-WP_003114474.1","NA"
"gene-Y880_RS24185","NA"
"cds-WP_003146467.1","NA"
"gene-Y880_RS24190","ntrC"
"cds-WP_003104661.1","ntrC"
"gene-Y880_RS24195","NA"
"cds-WP_071534040.1","NA"
"gene-Y880_RS24200","NA"
"cds-WP_003096038.1","NA"
"gene-Y880_RS24205","trmL"
"cds-WP_003104666.1","trmL"
"gene-Y880_RS24210","NA"
"cds-WP_003096050.1","NA"
"gene-Y880_RS24215","grxC"
"cds-WP_003096057.1","grxC"
"gene-Y880_RS24220","NA"
"cds-WP_003096058.1","NA"
"gene-Y880_RS24225","NA"
"cds-WP_003114478.1","NA"
"gene-Y880_RS24230","NA"
"cds-WP_016254004.1","NA"
"gene-Y880_RS24235","NA"
"cds-Y880_RS24235","NA"
"gene-Y880_RS24240","NA"
"cds-WP_003096067.1","NA"
"gene-Y880_RS24245","NA"
"cds-WP_003118013.1","NA"
"gene-Y880_RS24250","NA"
"cds-Y880_RS24250","NA"
"gene-Y880_RS24255","NA"
"cds-WP_003096075.1","NA"
"gene-Y880_RS24260","NA"
"cds-WP_003106330.1","NA"
"gene-Y880_RS24265","NA"
"cds-WP_003106332.1","NA"
"gene-Y880_RS24270","NA"
"cds-WP_003106334.1","NA"
"gene-Y880_RS24275","hisA"
"cds-WP_003106336.1","hisA"
"gene-Y880_RS24280","NA"
"cds-WP_003096084.1","NA"
"gene-Y880_RS24285","NA"
"cds-WP_016254005.1","NA"
"gene-Y880_RS24290","NA"
"cds-WP_003096088.1","NA"
"gene-Y880_RS24295","NA"
"cds-Y880_RS24295","NA"
"gene-Y880_RS24300","NA"
"cds-WP_016254006.1","NA"
"gene-Y880_RS24305","NA"
"cds-WP_016254007.1","NA"
"gene-Y880_RS24310","NA"
"cds-WP_016254008.1","NA"
"gene-Y880_RS24315","NA"
"cds-WP_003096098.1","NA"
"gene-Y880_RS24320","NA"
"cds-WP_003096100.1","NA"
"gene-Y880_RS24325","NA"
"cds-WP_016254009.1","NA"
"gene-Y880_RS24330","NA"
"rna-Y880_RS24330","NA"
"exon-Y880_RS24330-1","NA"
"gene-Y880_RS24335","NA"
"cds-WP_003096148.1","NA"
"gene-Y880_RS24340","NA"
"cds-WP_003105540.1","NA"
"gene-Y880_RS24345","NA"
"cds-WP_003096153.1","NA"
"gene-Y880_RS24350","NA"
"cds-WP_016254010.1","NA"
"gene-Y880_RS24355","NA"
"cds-WP_003105543.1","NA"
