PeakID,Mass,RT,FORMULA,Putative metabolite,confidence,Map,Pathway,PAK-1-0,PAK-2-0,PAK-3-0,PAK-4-0,PAK-5-0,PAK-1-1-C,PAK-2-1-C,PAK-3-1-C,PAK-4-1-C,PAK-5-1-C,PAK-1-1-P,PAK-2-1-P,PAK-3-1-P,PAK-4-1-P,PAK-5-1-P,PAK-1-4-C,PAK-2-4-C,PAK-3-4-C,PAK-4-4-C,PAK-5-4-C,PAK-1-4-P,PAK-2-4-P,PAK-3-4-P,PAK-4-4-P,PAK-5-4-P,PAK-1-24-C,PAK-2-24-C,PAK-3-24-C,PAK-4-24-C,PAK-5-24-C,PAK-1-24-P,PAK-2-24-P,PAK-3-24-P,PAK-4-24-P,PAK-5-24-P,P6-1-0,P6-2-0,P6-3-0,P6-4-0,P6-5-0,P6-1-1-C,P6-2-1-C,P6-3-1-C,P6-4-1-C,P6-5-1-C,P6-1-1-P,P6-2-1-P,P6-3-1-P,P6-4-1-P,P6-5-1-P,P6-1-4-C,P6-2-4-C,P6-3-4-C,P6-4-4-C,P6-5-4-C,P6-1-4-P,P6-2-4-P,P6-3-4-P,P6-4-4-P,P6-5-4-P,P6-1-24-C,P6-2-24-C,P6-3-24-C,P6-4-24-C,P6-5-24-C,P6-1-24-P,P6-2-24-P,P6-3-24-P,P6-4-24-P,P6-5-24-P,QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8
p162,197.0452622,0.797655626,C5H12NO5P,2-Amino-5-phosphopentanoic acid,5,Undefined,Undefined,323536.9126,161354.1572,356059.9887,304129.0296,173229.0872,436694.5878,75876.15424,460872.3965,477350.8316,70216.37225,826325.3327,375731.5123,323649.6807,103927.8585,58956.55509,292178.2034,232920.3366,98377.19514,86453.81784,94429.77476,755897.5249,578933.2562,58811.70221,378224.8366,741993.2889,139334.7477,409169.0164,130861.2596,218897.4293,301883.7893,100899.8957,396671.6557,402483.2203,92251.68761,722606.4027,463105.5856,144289.1437,671200.8579,292071.5418,95398.29002,174034.4862,113352.8764,821333.7603,258668.4831,107434.3806,846301.4532,95188.31903,83035.00754,74211.69187,49879.64301,366638.5516,52813.12659,43381.38657,129661.6945,44849.55465,273496.8954,127327.3886,35517.90857,235719.5832,57717.57199,144955.8045,140620.722,65935.21695,112259.6322,230470.1198,72001.32148,367461.1894,392632.2341,238107.5985,783561.223,260872.8251,319363.1934,297587.1349,333037.2162,310521.5099,318709.2257,325042.6371,331668.0717
p5448,198.0794174,0.83758878,C12H10N2O,4-(2-Pyrazinylethenyl)phenol,5,Undefined,Undefined,72536.00812,176539.966,91198.9446,146748.0854,121370.0466,89305.02949,110414.0133,52932.66423,99697.55921,96723.20793,245728.5364,177504.9562,118985.9986,143690.1004,175488.3986,104154.8188,122931.058,215749.2434,144627.1984,128806.3187,165060.8808,247660.997,127592.3256,145130.1436,282773.8017,58916.90897,70787.4224,76047.345,41005.74142,38408.11938,69962.47932,95138.47576,123102.4549,65372.49504,162667.6711,136895.5516,88124.35858,53156.73137,41063.40275,96979.02647,60759.81127,54756.53531,42972.36774,23155.4935,64084.34197,66778.84698,49336.66502,27080.81163,63661.90936,57768.50013,159028.3687,86785.74997,60588.82433,113464.6542,81075.58742,55403.23158,69817.0782,89058.30736,82146.46357,147184.6113,40634.55504,65277.7308,109194.3924,20523.2843,9864.487911,91077.59291,37488.20869,97894.89741,46741.1289,43848.00965,91135.62946,76494.49699,115364.7033,82507.97699,69709.29777,68670.52482,104760.3817,97495.65041
p3753,199.1574654,0.88889109,C11H21NO2,2-Hexenoylcholine,5,Undefined,Undefined,162105.8261,220644.8314,584922.4902,303654.5862,302435.2347,223135.728,1209134.629,691057.9679,1173806.992,874018.0667,364603.0369,247198.4875,86931.2723,557153.589,439279.6035,260149.7008,69293.62055,164519.8243,410095.6897,357450.8376,358157.9718,131626.8411,142755.4418,214745.7465,810945.8101,180969.7405,333759.9,202512.2264,476840.4559,195312.825,805133.1835,235185.5723,384975.7896,186337.7777,195868.1347,381808.6111,184496.5532,467233.3338,219838.4746,137464.0434,282101.2822,249398.1917,569856.0603,209844.0858,404156.6772,230789.0974,353386.0528,163431.2457,167265.9669,218277.4514,265294.3536,511800.6712,156364.4437,245192.0587,97763.50036,297244.9256,96216.82777,164780.8855,265719.4976,243446.0281,262906.2019,303733.4448,116568.6174,125289.7462,110283.2819,223504.9334,165693.8708,682124.7209,334034.1921,324850.2735,449698.7222,433203.3886,439117.9647,437818.0644,473627.3384,510059.3577,437272.9048,458645.0736
n1184,200.079661,0.8681447,C8H12N2O4,"3-(3,4-Dihydroxypyridin-1-yl)-L-alanine",5,Undefined,Undefined,21886.11853,38785.40785,13363.5003,48495.69022,33259.09646,48078.80595,25309.92728,40398.16712,36612.30514,30831.31897,54367.13822,14733.19702,27122.2871,17304.1601,29121.44638,18227.32868,16333.37177,32903.81173,58124.24274,24359.59639,13579.8881,17256.30873,27928.55344,29172.52609,71056.42013,42860.92362,19688.31333,38879.13765,54038.37512,144844.308,53520.59434,26086.15079,64310.38749,92179.48146,45431.1692,45446.8691,25837.2214,13733.953,32342.65811,66330.78952,19782.77558,28053.59529,36612.68644,17127.06152,47009.69022,52587.8971,71692.71162,12315.57103,66183.08158,66588.24308,22266.71264,53016.19751,19130.88501,63408.50032,50207.12045,62744.51462,44189.23962,61226.05201,25510.7774,49247.82871,72371.17939,39756.97287,52921.48773,66736.97086,156817.9004,81617.42413,39308.22556,25003.25471,134580.2292,97731.77176,22971.60085,38223.72261,27017.24745,33995.39116,34930.8455,15688.73308,20291.37395,20238.4077
p3816,200.1566212,1.761070636,C15H20,"Isolongifolene, 4,5,9,10-dehydro-",5,Undefined,Undefined,262227.6903,314321.0498,276702.0237,283191.5964,256824.8118,338272.6218,387528.9521,312339.1477,236155.2654,308199.3928,106062.7246,158551.9767,56113.84487,72528.10912,85291.91238,283107.3006,239155.3222,223594.2383,96604.35799,190309.5665,167507.5395,110623.065,76967.15753,84094.08058,205143.3512,58652.67365,67944.53958,33995.88855,50986.31236,52733.03843,91211.12316,24712.13334,78593.12052,67573.44016,49048.48566,306032.1202,290356.9997,304626.0284,305686.8399,217622.9969,284364.5182,261542.3,373604.3214,519382.3184,309265.3667,160922.3967,172686.6588,213291.5065,183649.8625,210515.9638,236615.9176,203698.2786,435465.51,381503.2115,349236.8705,102548.0144,114565.8525,186835.4434,213192.1619,151596.063,51270.21695,24962.44117,34715.63477,43930.76452,56448.23325,25345.37162,26726.65782,68157.90466,114638.6655,101838.6841,131581.2643,168685.7596,139273.5216,129787.6966,119786.2945,117658.755,132744.0238,120022.8335
n2952,208.1465552,1.506946055,C13H20O2,3-hydroxy-9-apo-&beta;-caroten-9-one,5,Undefined,Undefined,76469.81624,118925.7741,104730.6996,114560.3227,87777.18568,109628.1992,117841.0592,93381.55578,90437.70315,90230.14969,127914.5781,107976.8653,107407.0615,97325.44988,92739.35957,100114.3311,97430.04898,113153.783,104924.8574,100468.9804,102649.0922,113182.8928,103758.9822,111169.0666,102519.4688,90122.74192,90978.68397,75884.26773,80656.81202,89310.50066,85010.20646,105570.2274,101676.4396,80750.06825,92243.29747,103604.2772,124933.2121,104371.2915,101773.9529,108180.1567,108557.8607,113622.3678,128711.4268,104357.8883,108573.969,92407.91231,124623.7571,96593.39744,118396.0891,116325.8894,119798.0236,105199.0417,115713.9866,100165.3026,95939.54927,99249.03092,106128.5058,113245.2934,110265.4418,101810.3834,94288.18716,88625.71512,94103.5044,87379.35815,95557.72349,100058.1066,92743.07486,84404.97202,85527.5417,78375.60784,109590.5786,99861.98559,101717.9365,95896.83142,103550.5253,103020.488,93077.4683,113724.9005
p245,208.1465667,1.873438436,C13H20O2,3-hydroxy-9-apo-&beta;-caroten-9-one,5,Undefined,Undefined,1521396.456,2015248.728,1809673.107,1885274.733,1589980.146,1895643.696,2069996.13,2044376.796,1633957.845,1927459.111,882431.6069,580198.5247,423196.6389,510461.1758,655465.4536,1983621.154,1361096.711,1271555.053,668716.1225,1387057.485,995435.6306,776564.7621,621264.6903,671510.3913,1350808.485,361637.4505,187996.6386,456034.1218,365696.6439,832072.2469,469075.8103,392293.1909,458073.8596,360867.2191,399070.4684,1586570.608,1600879.316,1574976.601,1791950.03,1499156.264,1678178.332,1563155.514,2418445.28,2816504.081,2114517.865,942004.6281,1163807.496,1076197.365,1207915.169,1340907.245,1365969.685,1362948.119,2335597.503,2463515.137,1942254.504,719570.3155,684198.9615,1091343.2,1241485.656,879597.4002,407715.9686,294249.9511,334718.5716,353849.2327,342061.4538,396662.5578,294552.5591,447577.1675,500855.3284,320879.7232,850611.6683,839655.5113,904980.6178,865574.6974,835598.9425,814346.2561,822817.1183,784865.382
p2770,220.1101198,1.922486111,C13H16O3,Precocene 2,5,Undefined,Undefined,3467697.573,3529752.756,3932287.526,3814067.878,3362878.784,3373341.529,3442951.409,3687710.583,3157166.675,3480774.393,4046122.829,4052180.381,2796801.631,3363439.719,3888231.41,4178838.022,3437865.08,3680493.464,3303579.658,3121258.835,4337882.318,3713109.316,3566298.16,3299252.02,3826256.95,3566950.475,2984722.393,3576791.055,3915096.383,3372376.222,4340455.077,2863783.837,3576379.911,3746509.066,3463761.231,4212256.362,3444318.709,3867704.508,4274149.794,4043913.453,3797336.296,3346585.637,3829173.806,3780653.97,3670786.601,3770907.07,3807000.701,3517393.19,3574618.3,4152567.891,3612149.131,2610723.802,3942924.474,3226759.075,3690488.467,3701227.241,2970032.902,3423581.22,3520658.676,3701113.627,3802064.775,2806110.977,3583459.069,4144309.566,3844070.052,3216424.748,3015184.739,1691463.364,3724678.173,3570687.292,2748284.968,2742657.271,2844976.212,2793087.686,2729798.339,2826406.853,2774875.687,2676174.193
p3843,222.0569397,3.320042514,C9H18S3,"2,2,4,4,6,6-Hexamethyl-1,3,5-trithiane",5,Undefined,Undefined,239563.879,295257.26,220606.0603,274994.7475,219128.2167,229448.4352,194620.9398,197338.6381,162828.2449,168452.8124,305773.5262,238368.4422,279502.3751,212736.3002,283154.9149,234939.416,169737.4676,297955.4723,311960.156,254980.7772,254600.2184,202015.0904,305483.3985,186652.2204,267526.2487,222519.2286,210182.0571,212869.8493,247089.8913,178650.8709,200873.8502,174397.2686,287728.7566,214373.7386,172569.3753,244338.0898,219826.7033,198633.6792,283713.6292,287651.0938,205195.3267,199486.657,352920.8555,182518.1691,260763.096,169000.367,190919.1529,191423.5306,224811.6797,202704.0643,264213.8921,220881.314,233035.5134,170591.0983,289354.672,206570.0292,160966.2745,453602.9442,233644.521,266822.3004,333706.7604,181944.6629,234193.1497,212350.0375,249122.039,270743.336,260533.6364,345613.0238,237905.293,198962.8255,390021.825,562357.1858,629080.2527,581065.0514,714949.792,664008.1166,727625.9697,769702.6588
p4248,222.0892881,1.137760487,C12H14O4,Dihydrodeoxy-8-epiaustdiol,5,Undefined,Undefined,475805.7463,571395.8657,918196.1764,792533.5081,769652.5556,836423.2028,915401.841,627476.5165,670343.4858,979350.5672,626297.4536,623998.718,291574.3184,1158813.657,490227.0864,698647.667,317008.2474,561852.3959,520194.4685,384068.305,822210.1149,428346.3242,416082.9065,432729.8085,1736927.804,362961.2671,449568.247,476418.9349,316951.7679,583977.6114,714633.1949,399667.1708,739421.9107,455477.1587,502492.6539,1135400.066,1006861.491,546349.2287,509119.6859,524189.5761,347495.972,565571.6071,919512.1445,491221.8044,516803.9871,674693.0505,728746.8637,678171.1894,985612.5118,393482.5374,1349140.818,569882.4937,594171.0635,679122.3759,464306.4858,563548.4703,463199.4927,453247.612,502069.1868,533540.7653,846625.6082,391548.2849,400655.6847,441702.3447,714642.626,459562.0571,426431.9686,1390607.047,1012805.463,947687.9308,445920.5429,470701.9457,425930.9851,534249.8978,543980.4976,522713.0563,540127.6494,551677.7699
p242,222.1621745,1.797364447,C14H22O2,Rishitin,5,Undefined,sesquiterpenoid phytoalexins biosynthesis,1688488.224,2419047.469,2066388.63,2172801.95,1862407.96,2344072.021,2521215.034,2302449.383,1811196.574,2383129.49,855496.5407,1088370.705,399535.8974,401424.2569,641827.6578,2249818.213,1601419.956,1624698.726,705138.7827,1498930.731,1015624.553,752011.2186,664115.7323,608140.5637,1433770.256,116135.0039,92853.42467,114135.9351,110335.4209,119033.8503,145459.8321,116043.2035,134077.2499,130913.7667,128808.5827,1989631.69,2012776.517,1869747.912,2096609.976,1675368.785,1930036.281,1920391.955,2738157.75,3125786.058,2376089.341,1047589.004,1156871.513,1219368.591,1355120.406,1376065.938,1565463.1,1548394.554,2583256.972,2813997.981,2503084.142,769801.805,797447.3033,1134475.51,1444974.213,1022076.656,134725.0216,119146.9459,130202.1355,119606.3084,103066.5102,149638.6196,83441.39609,191513.5304,125554.8408,123539.7244,862260.8412,915061.6925,926170.7254,955183.5611,941525.0259,942804.5911,941806.355,842878.7486
p2268,224.1048444,1.161282437,C12H16O4,Diplosporin,5,Undefined,Undefined,4328724.57,3537521.827,720829.8084,2556245.282,538273.2965,352173.6645,919339.197,601377.4598,617143.6744,775035.9395,4128992.798,308233.8079,1647031.123,614887.4827,834761.819,2264018.659,1366838.229,1511276.301,723321.2855,1061920.879,2800853.181,1369908.772,398521.9553,434903.3315,903993.9986,612217.2473,956637.0538,1060005.751,417031.0633,303414.821,508931.2289,2375296.679,615385.5357,768846.2499,1132236.169,1137780.694,1793666.801,1379699.602,240672.6561,773859.2408,782233.8038,1171304.229,591789.7991,692308.8165,740344.0485,1679704.785,557516.3424,5542679.378,1749639.94,1011303.149,781557.6916,544672.6346,1071669.788,445532.6474,1386417.752,395776.2776,6729730.915,1505306.285,637420.917,1232108.004,1309214.959,835473.2755,581480.2355,1430538.086,1627703.128,2728590.836,822669.8866,525718.4991,793731.275,734754.544,1195716.88,1293484.215,1391237.295,1487326.75,1502163.015,1533689.616,1278399.339,1303289.992
n1833,228.1109389,0.862643204,C10H16N2O4,(S)-ATPA,5,Undefined,Undefined,45124.78001,74442.20056,94865.61453,117313.5308,113439.3374,169013.0834,52492.12441,45243.92796,52900.35612,114637.0642,87200.48531,44108.65427,44628.05315,49895.75261,97041.16729,93300.37122,44405.92943,93983.61846,157553.0948,149239.2715,34441.75898,41084.03817,119154.673,40790.33146,86302.60527,97921.99362,66290.45093,120880.1966,164328.6471,334459.6191,135082.7371,60139.24052,120609.2612,186500.0778,111786.4683,71960.34676,56968.25823,24491.94721,47427.95878,125171.5602,79881.05552,67938.00438,109635.4997,45108.45198,84331.522,111213.7078,76932.39015,61024.8482,176129.1229,196770.7734,136920.658,78521.93603,60880.65667,45651.88495,128503.566,160818.6982,92144.25808,70916.78913,68389.06689,109667.4403,139324.1807,79451.60216,119405.85,198076.1699,285421.2591,151015.2725,142963.9577,96490.90423,325074.5399,155619.1723,84346.85348,63624.48377,122856.1272,68533.67414,83458.39659,92029.49502,55946.09997,70328.26975
p1711,238.2299799,4.625475419,C16H30O,Hexadecenal,5,Undefined,Undefined,60268.62987,65867.13647,68403.30417,69546.6409,56418.94454,91309.52245,172326.6734,125884.3782,144529.7527,83766.3626,93161.20798,147335.3233,372588.0189,223004.2042,124048.3474,107249.8383,212722.879,124316.1219,71120.52142,127269.8047,106538.5856,197171.8939,150306.517,254426.7204,96934.18645,118359.1273,344144.3177,174433.4507,108029.1131,164050.2746,113198.4426,397904.5484,151295.9286,88946.31132,183848.3752,63519.3143,87551.06881,64473.29382,83629.41659,63650.241,116318.6545,197298.3219,167578.624,143686.2965,82472.05792,110252.9942,171475.3219,211259.0103,94702.63072,85987.37302,103595.8513,215084.7743,139127.2963,264816.4905,95227.4747,108745.5005,266738.4007,144923.6948,285721.342,22764.96215,134152.6248,401530.6616,218495.6875,97590.8627,214153.5062,204912.4651,337518.2262,121550.3753,96636.43484,151907.7515,180458.3841,185027.8735,196785.8497,201218.1193,168494.4312,195780.2392,161970.8853,151306.2108
p5134,241.1676488,1.288248779,C13H23NO3,Valeroidine,5,Undefined,Undefined,120169.6129,154806.5275,174525.7044,179445.7495,166094.0768,118834.7535,140301.8244,197357.2694,109892.0441,102747.3208,189398.7456,155162.0617,114689.6764,181341.2808,145645.3054,174366.2641,124724.5005,119549.5313,174121.5707,108839.9134,158280.8616,201055.6423,185825.7422,145713.7914,262827.0665,163523.3072,65422.70223,134899.1709,142935.4606,169557.8171,156553.2481,121811.4928,195906.0125,167905.434,138584.8093,202040.1488,196757.8299,158105.622,145669.1384,170062.5579,202243.6539,181797.4612,131169.778,185686.8706,163161.3745,161607.3773,155265.6714,178321.3118,134918.3628,146505.5188,141010.0224,122326.2619,202330.6305,135943.1687,110612.3387,162801.9251,103275.2185,147126.0895,157496.7103,166759.4404,183557.1512,119908.9138,159193.186,188276.7066,155224.3443,168267.1325,110718.3415,199460.104,189710.2487,75175.16783,150976.1866,136580.9671,128218.553,144754.8518,89444.6309,130048.5828,103854.9207,88959.14291
p4118,241.2768517,27.09623288,C16H35N,Hexadeceylamin,5,Undefined,Intstd,465524.0908,489606.6237,475964.3016,622276.5734,484494.8343,505253.7202,409318.3929,432520.6179,397197.1583,453119.3699,572167.3738,566739.1241,408957.4433,481916.5618,625939.0452,454678.9871,428146.0199,475099.6668,491615.4094,483806.7815,575175.708,538828.9697,476637.3513,433212.8728,493128.0665,506326.0897,380022.0786,439238.2556,492730.8539,610076.1933,524414.9491,345599.3492,548848.4615,513085.9372,509576.3528,545845.5972,475497.3968,495978.5409,512094.9631,631329.5472,544057.8877,464066.1109,567967.2043,544805.2309,569337.1875,500755.6061,536018.7334,549739.0015,592406.9618,587177.2489,578343.7013,423017.094,495729.5414,398244.9828,463786.8085,501284.5682,523044.6912,522644.4684,435952.9473,515991.2451,556946.6924,398189.555,540145.8373,607271.9138,633827.8058,576774.0312,429658.4034,669913.5473,631769.2329,462762.7064,371108.9333,415390.8416,368712.3947,392354.4945,392470.014,392275.1904,440301.5182,423452.2938
p3273,241.2768718,27.61320715,C16H35N,Hexadeceylamin,5,Undefined,Intstd,473855.4376,601877.5737,404656.504,557147.3717,484494.8343,504267.266,462536.9422,497777.9616,396256.3102,461917.1723,571355.7058,619783.95,394445.8265,491676.2727,561118.0414,516214.8862,399319.9845,516987.4387,528421.7791,470221.9029,545627.3003,528089.2606,541256.0448,433212.8728,535077.7301,511055.6281,434725.8503,545456.1824,527407.9596,516132.7838,524414.9491,370732.0588,570324.2364,524217.1171,509576.3528,545845.5972,492157.0548,579648.396,560327.5763,631329.5472,507466.2772,464066.1109,559881.1898,544805.2309,569337.1875,500755.6061,533772.4973,522341.2705,592406.9618,530106.3219,585026.128,426490.6697,469524.805,423521.8689,486841.4961,519602.0044,455144.5633,502726.8359,496695.5029,496794.9732,556946.6924,398189.555,540145.8373,607271.9138,633827.8058,568579.0119,402828.3743,755232.1972,631769.2329,506185.3568,442464.4931,352859.8068,404019.1278,392354.4945,392470.014,392231.5676,440301.5182,434411.0201
n1169,244.1785223,0.872273845,C12H24N2O3,N-(6-Aminohexanoyl)-6-aminohexanoate,5,Undefined,nylon-6 oligomer degradation,46203.20851,85471.94378,214537.5145,97368.9111,76645.07458,43579.20309,42420.27357,50883.86805,60704.56455,80286.4878,51275.78986,71058.38249,36380.24777,132640.5856,157523.3069,70579.38914,41161.31142,57968.3388,69498.98022,113980.5078,64993.03911,42943.01426,69056.3482,49621.75068,103908.6089,43723.26381,44134.48442,56154.61624,59713.87539,817793.1249,41713.33737,60753.8284,13692.58355,73028.5754,258643.6389,67971.25924,66212.89364,65134.38286,109869.3805,157050.1037,54292.18417,96951.36126,137123.6176,55806.47873,102213.4423,49879.89792,87033.72758,67135.81648,88613.36684,144809.2886,84880.1677,64716.96082,68420.66328,66244.7514,113266.8477,44626.50106,68632.43951,67461.0617,63456.78025,66810.59868,51880.94206,41232.37881,84110.00026,102035.7143,584660.8542,92242.57368,43553.06691,98180.78458,87164.01025,361271.6254,88734.17871,51464.19541,54903.14343,47108.74986,66699.16907,47406.58348,66903.16442,50938.28888
p3153,266.115653,1.567857755,C14H18O5,"3',4',5'-Trimethoxycinnamyl alcohol acetate",5,Undefined,Undefined,257655.0835,558450.613,173190.3514,1291550.924,370979.8463,203654.9442,850817.4953,181579.2252,563714.6273,402396.9672,241027.5523,760158.4362,272089.2211,396178.6606,567704.9304,367649.3889,568565.2911,381458.9177,315364.4582,443205.4184,422664.2428,396720.1699,413592.6245,169193.0155,491987.7441,518570.6068,215375.0149,604742.4916,255471.9193,455350.8519,826090.2307,177628.6194,512242.7223,278030.8895,379337.6345,336291.7266,268286.7702,131950.7488,345830.7117,464274.1204,220822.2871,193507.5642,255066.5618,285127.5693,560012.833,177475.0557,383103.1984,186437.1663,306441.7087,1166373.312,230829.9977,273531.0961,268010.5806,299897.7013,688681.1877,211753.5227,241487.0759,191854.5786,176233.9462,430564.1946,187669.7876,831584.0506,278102.1775,182295.2083,452274.3069,170338.459,289970.5883,255947.144,387875.2431,378852.0684,341873.1858,325926.5437,386903.4051,350674.4458,320569.6648,452096.1566,329514.6884,397172.2839
p74,278.1156915,1.55841314,C15H18O5,Artecanin,5,Undefined,Undefined,74334.16532,59881.71553,44155.83353,79725.76164,70225.0686,40254.06252,45112.98473,58871.44156,55375.06508,41982.30999,62124.13263,77022.38187,35362.93825,48395.56775,50007.95477,74627.87728,77769.50317,41456.42525,69647.35278,78672.41805,63105.15479,47065.64687,53349.87078,65593.92255,80990.4355,41164.17903,43443.07939,49086.79575,61295.0813,85567.35673,50247.00102,61358.23821,46592.11852,49298.61175,48157.156,65066.07987,63154.42882,60506.18494,55298.82207,36057.91045,51078.13796,56126.94964,49431.05728,60284.41319,55056.23657,46669.49391,47030.5578,46847.32745,66173.28685,53689.97497,42878.87163,31626.50224,34189.234,57310.32842,34707.82842,52111.512,33307.60384,58422.78026,52732.97858,32939.17375,47687.57083,41033.53367,35893.10296,58691.82279,53239.79552,61856.18103,43560.52419,37232.52024,82277.51231,28060.54978,268077.355,272344.0168,239934.6453,208391.5005,252854.5836,304616.7032,227323.4007,249350.2806
p34,280.131154,1.534700858,C15H20O5,Hymenoflorin,5,Undefined,Undefined,1183538.902,1857694.034,1498608.062,2184051.602,2270857.618,1392535.158,1583747.274,1656855.988,1467111.453,1509195.725,2236391.993,3849032.389,1503355.301,1825391.578,1778621.991,1934649.526,1767900.646,1574030.192,2019292.537,1880597.896,1648082.278,1970892.308,1786614.785,1651520.606,2578400.034,1273546.961,1302219.215,1770151.321,1402528.071,3178210.77,1967935.577,1861040.272,1685605.839,1369736.861,1553349.861,1703035.705,2114641.642,1761746.71,2304810.938,1643035.791,1686955.316,1836981.778,1753465.161,2215961.533,1949160.533,1911849.178,2057024.23,1574527.215,2007526.753,1867901.171,1578108.214,1160088.902,1481023.779,1148772.51,1782848.941,1849387.022,1360093.548,1902730.305,2040657.708,1362777.934,1824832.338,1345856.316,1478577.845,2039183.444,1385039.044,1570732.431,1470765.873,1319795.499,2707281.982,1124603.348,12619894.86,10743501.88,12259153.94,11636940.28,11983928.76,12438102.1,11338134.37,10879072.49
p1961,281.1974766,0.953909273,C11H28ClN5O,Colestipol,5,Undefined,Undefined,199192.3085,241525.6368,544928.48,123998.6321,231980.7771,123314.9676,1800734.026,448222.6846,1695700.573,1175603.611,244809.7069,85756.1065,73370.01635,398883.2758,224011.5319,130684.4262,35756.14789,125204.8589,851947.5268,486452.9623,124645.7783,63958.51766,128540.1528,266317.0676,532104.1456,287869.0789,327090.1305,113417.8138,1066018.608,357997.1913,1131751.791,218342.5145,413350.1303,228206.7345,194529.7824,289036.5902,137817.7649,427097.2336,191560.9105,136936.1449,301269.6108,118426.5511,158895.7514,305574.1291,321716.628,131218.1348,72260.91764,80974.62779,224173.0774,173816.1087,92901.85358,595856.8663,141884.0881,186327.9187,87865.15565,186037.2406,90010.25472,84328.22364,285260.7108,304672.9328,433318.0952,111210.9173,137072.0312,204711.8741,211138.0063,166748.6285,124003.3564,291524.4244,266334.8842,610410.5922,645810.822,662872.1599,710322.7483,626429.0517,574536.7993,682461.8952,597209.8836,593982.1426
p3157,284.1263086,1.572998031,C14H20O6,2-Phenylethyl beta-D-glucopyranoside,5,Undefined,Undefined,154906.5587,340693.804,79027.21294,704195.6121,229412.911,103411.0627,422407.6599,105243.0947,287093.8924,274943.3524,118410.7779,399120.8411,144408.0413,180057.7394,284007.082,181822.8408,293126.7321,210750.157,173416.7384,223158.3096,218126.96,269359.5485,261477.3885,151716.073,298346.194,269828.3002,117736.765,306963.9815,155700.1137,242117.5539,424072.5069,115312.5049,313847.0044,118102.9679,189502.1357,134190.2131,160299.219,86169.16558,160768.4636,228843.1596,114401.8557,116620.7026,145205.7807,158282.2348,296002.5561,79129.08147,216293.3255,87403.4546,156173.3948,675071.6372,129649.0307,156286.7312,179920.4885,171991.2775,432390.1245,97938.72992,115473.58,97039.02699,109126.7398,210559.6021,93619.47328,478642.139,148787.9342,95220.35429,287472.1933,97062.96876,144575.9051,140068.4716,247718.6317,238048.3734,224842.2389,195847.1146,184258.0474,196682.0978,233772.3081,223211.3657,202954.1508,194204.9725
p5859,286.2512155,4.619544888,C17H34O3,3-Hydroxy-palmitic acid methyl ester,5,Undefined,Undefined,67394.84053,48212.81298,49894.30259,38005.65808,84930.6097,43243.94336,39477.3472,54419.36981,83435.41082,98164.14795,39090.37583,50285.81861,66631.86254,71959.22557,93366.56802,88782.35412,65062.22779,53021.03687,69614.511,51512.34169,34074.91125,39587.05096,66863.54716,25756.28342,32138.46448,68758.16652,40453.39502,95619.37803,117520.1401,56725.65083,44173.58327,35877.92437,46489.67408,70168.70121,48465.02072,42619.76325,55895.70679,75765.59158,81035.0167,43172.1422,76999.43529,49211.90082,40272.6654,57151.01544,47747.58832,36815.18553,30722.89644,18135.60473,33152.11378,35107.96734,39199.4726,38955.19251,52144.44882,39770.93169,42647.61478,46910.98897,31281.34976,42020.50488,29003.12108,48003.90782,58549.51729,28372.05444,71992.74157,76341.03609,51728.5107,46811.67276,38347.27824,29968.48337,75704.1768,38266.00211,42027.60744,36182.97926,43208.37031,45057.83801,37661.59902,39071.84701,34613.05292,36767.90671
p3569,288.1471437,4.600698083,C16H20N2O3,Methyl 2-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-p-toluate,5,Undefined,Undefined,108067.1972,123452.4828,261242.3753,77019.56324,247550.8327,176328.7742,257818.7735,86633.58349,187087.7991,181206.5421,212428.3482,91995.87886,98333.61333,263038.3789,95119.13062,208879.5218,48855.92757,98141.04882,67160.74911,86278.78026,319484.7032,91476.82812,48310.68042,50513.23621,212135.2876,43522.49316,50588.794,61847.87339,45914.40118,35902.72784,75340.10286,74100.08756,114553.5731,60813.73661,80253.65226,189159.4829,246770.5997,123204.4897,130521.3632,134066.3883,106214.5158,73440.77247,156362.3377,74310.1259,99678.03392,108167.81,68433.365,158299.6792,400544.2211,123988.8919,171422.6805,94394.18764,134026.0933,85924.36064,78375.16001,60916.16868,107226.6836,67100.58521,165993.8368,69664.48649,165981.7774,69041.0494,52087.0069,86141.93669,159487.367,133612.686,39912.08796,149501.4006,169572.2389,156359.9638,42700.83843,79588.97373,87078.81704,95575.00686,76967.99783,84692.57403,76542.50193,87331.84005
